"hhid","hhsize","adult","child","poly","boy","girl","otheradult","porl_hh","spouseabroad_hh","mealdata_hhmin","hh_kcal","hh_protein","hh_fat","hh_carb","hh_calcium","hh_iron","sampletype","AE_OECD","agehead","sexhead","maritalhead","abroadhead","lithead","noschoolhead","secondschoolhead","agworkhead","BMIhead","I_kcalhead","agespouse","sexspouse","abroadspouse","litspouse","noschoolspouse","secondschoolspouse","agworkspouse","BMIspouse","I_kcalspouse","nonfoodexp_hhwk","nonfoodexp_hhwk_pc","nonfoodexp_hhwk_AE_OECD","foodpurch_hhwk","foodprod_hhwk","foodother_hhwk","foodtot_hhwk","foodpurch_hhwk_pc","foodpurch_hhwk_AE_OECD","foodtot_hhwk_pc","foodtot_hhwk_AE_OECD","foodshare","totexp_hhwk","hhds","nofood","hungrynight","hungryday","nonag_income","""hhid""","purchase_val","curr_val","ag_purchase_val","ag_curr_val","anysaving_pastyr","anysaving_curr","total_saving","anyloan","anyloan_curr","total_loan","market_val","area_planted","agsales","store_capacity_kg","nmo_anygrain","profit_12mon","hh_lat","treated_drinkwater","negshock_no","negshock_val","posshock_no","posshock_val","prog_ct","cash_received","inkind_val","tot_othinc","visit_sixmo","health_org","num_visited_sixmo","any_advice","advice1","advice2","advice3","advice4","any_grpdiscuss","discuss_topics1","discuss_topics2","discuss_topics3","discuss_topics4","dvcode","vcode","aeu","hhweightR1","popweightR1","hhsize_India_grp","hhsize_FAO_sample","hhsize_FAO_age","hhsize_FAO_grp","hhsize_IOM_grp","hhsize_IOM_sample"
11,5,3,2,0,1,1,1,0,0,9,12612.5488779962,555.375124791655,489.850881449846,2221.0525182571,4696.62796197982,379.799800530518,2,2.6,55,1,2,0,0,1,0,1,21.6461210459553,2919.38411527457,40,2,0,0,1,0,1,28.4261121798919,2796.83632244194,526.730769230769,105.346153846154,202.58875739645,1747.5,256,165,2003.5,349.5,672.115384615385,400.7,770.576923076923,0.791825008360441,2530.23076923077,7,0,0,0,13600,NA,NA,NA,NA,NA,0,0,0,0,0,0,420000,10,25200,80,12,0,1,0,1,20000,1,0,1,1200,0,2000,1,1,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1081701,4.41999989748001,5917.39990234375,29587,4.53,3.20456864262707,4.39453490772363,4.43830876032343,4.24727028815676,2.88025128898884
12,4,3,1,0,0,1,1,0,0,4,6553.79711811441,298.767403824792,345.768751542463,1149.74152801128,2585.63149661042,273.842477143265,2,2.3,35,1,2,0,1,0,0,1,24.6212305468125,2347.2394733095,22,2,0,1,0,0,1,19.4087267745958,1892.24128512428,460.846153846154,115.211538461538,200.367892976589,784.200000107288,0.05,253,784.250000107288,196.050000026822,340.956521785778,196.062500026822,340.978260916212,0.629871032544057,1245.09615395344,9,0,0,0,8100,NA,NA,NA,NA,NA,1,1,13400,1,1,7000,110000,3,23800,80,12,0,1,0,1,40000,NA,NA,2,3600,350,0,1,4,2,1,7,8,NA,NA,2,NA,NA,NA,NA,40,1081701,3.10999995470047,5917.39990234375,23669.599609375,3.18,2.71546697438624,3.01140483626591,3.01140483626591,3.0502186309195,2.66156112442941
13,5,3,2,0,0,2,1,1,0,3,5487.23415773679,287.267586240091,285.027013141548,885.752299987042,3137.98474344796,212.994153547559,2,2.6,35,1,2,0,1,0,0,1,19.1477558580103,1114.94333238471,25,2,0,1,0,0,1,19.3328356480512,1973.3290155587,897.134615384615,179.426923076923,345.051775147929,1533.30000001192,10.35,513,1543.65000001192,306.660000002384,589.730769235354,308.730000002384,593.711538466123,0.632440072866133,2440.78461539654,10,0,0,0,6000,NA,NA,NA,NA,NA,1,1,16400,0,0,0,490000,63,0,98,12,30000,1,0,NA,NA,1,0,1,1200,0,0,1,4,4,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1081701,3.31000000238419,5917.39990234375,29587,3.54,2.75098391169653,3.23560050592621,3.20430157913563,3.11122362046173,2.67912679559372
14,10,7,3,0,1,2,5,0,0,0,20780.1263762546,987.104757030149,1001.44229108416,3481.46862254311,10269.452835396,746.996857155448,2,4.9,70,1,2,0,0,0,0,1,19.5495186555749,2640.59455121577,60,2,0,0,0,0,1,21.5494477901879,2327.59752209801,5078.65384615385,507.865384615385,1036.45996860283,1986,553.041474654378,42,2539.04147465438,198.6,405.30612244898,253.904147465438,518.171729521302,0.333308352162474,7617.69532080822,9,0,0,0,85500,NA,NA,NA,NA,NA,1,1,210000,1,1,58000,2023000,241,39000,1280,12,0,1,0,2,800000,NA,NA,NA,NA,NA,15000,1,1,2,1,1,2,4,9,2,NA,NA,NA,NA,40,1081701,7.66999992728233,5917.39990234375,59174,7.55,6.25217103073746,6.7562161038981,6.67899823417007,6.72942507310487,6.16520569923394
15,4,2,2,0,2,0,0,0,0,6,7305.14659804356,351.281700420414,391.048192184543,1235.79135704055,3516.1379744288,296.03351054002,2,2.1,47,1,2,0,0,1,0,1,20.1531352531975,2405.69856138932,37,2,0,1,0,0,1,24.1416280386818,1920.06210644869,600.961538461538,150.240384615385,286.172161172161,1000,157.5,0,1157.5,250,476.190476190476,289.375,551.190476190476,0.658245844269466,1758.46153846154,7,0,0,0,8600,NA,NA,NA,NA,NA,1,1,500,1,1,100000,541000,35,31300,320,12,0,1,0,1,10000,NA,NA,NA,NA,NA,3000,1,1,2,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1081701,3.1499999165535,5917.39990234375,23669.599609375,3.85,3.01944555331869,3.23403785336403,3.15982102514699,3.10054367466632,2.87950950458454
16,9,8,1,0,1,0,6,0,0,5,20500.0058808504,1031.78728294313,1097.34249346175,3283.71164327529,11312.027824696,787.598407972788,2,4.8,42,1,2,0,1,0,0,0,20.9365783613121,1545.58916607899,30,2,0,1,0,0,0,19.9440197366566,2368.07939491758,5951.92307692308,661.324786324786,1239.98397435897,2722.5,1082.66130952381,0.4,3805.16130952381,302.5,567.1875,422.795701058201,792.741939484127,0.389989586931254,9757.08438644689,8,0,0,0,35800,NA,NA,NA,NA,NA,1,1,90000,1,1,500000,5130000,272,245800,400,12,216000,1,0,1,70000,NA,NA,NA,NA,NA,155750,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1081701,7.28999990224838,5917.39990234375,53256.59765625,7.67,6.40038461276103,6.64011967090824,6.68994564160911,6.73482882264252,6.23534296439874
17,4,2,2,0,1,1,0,0,0,11,3956.59009457773,170.280354262771,217.30890694086,693.339132647832,1458.67300182567,167.128514758138,2,2.1,44,1,2,0,0,0,0,0,22.9749673629246,1110.38717438305,37,2,0,1,0,0,1,29.5424106966051,1138.25811625537,425.346153846154,106.336538461538,202.545787545788,975,0,893.75,975,243.75,464.285714285714,243.75,464.285714285714,0.696256420115905,1400.34615384615,7,0,0,0,4200,NA,NA,NA,NA,NA,1,1,3000,1,1,20800,150000,NA,0,200,12,0,1,0,NA,NA,1,1200,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1081701,3.37999993562698,5917.39990234375,23669.599609375,3.67,3.41639789424223,3.38938831031671,3.26123252494725,3.10297597781394,3.0714125812316
18,6,5,1,0,1,0,3,1,0,0,13738.7982756769,607.297022314328,681.332273964721,2383.48176376821,5877.41173309862,525.645042470177,2,3.3,68,1,2,0,0,0,0,1,19.7934523159353,3239.12532462561,60,2,0,0,1,0,1,26.8863549020607,3296.03217234131,2354.96153846154,392.49358974359,713.624708624709,1942,551.4,518.75,2493.4,323.666666666667,588.484848484848,415.566666666667,755.575757575758,0.514276829444364,4848.36153846154,10,0,0,0,16800,NA,NA,NA,NA,NA,1,1,45000,1,1,3000,3551000,104,66500,500,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,15000,1,4,2,1,8,10,NA,NA,2,NA,NA,NA,NA,40,1081701,4.53999996185303,5917.39990234375,35504.3984375,3.31,4.09975148171629,4.13275236508387,4.13275236508387,4.16704284119615,3.96792806463499
19,4,2,2,0,1,1,0,0,0,8,6310.08535230643,310.857130453771,345.552139284268,1040.19787140965,3113.10186971115,250.683025825807,2,2.1,40,1,2,0,1,0,0,1,25.5750928396671,1951.37429885408,34,2,0,1,0,0,0,25.3367375979378,1681.48120876107,534.769230769231,133.692307692308,254.652014652015,1094,0,392.5,1094,273.5,520.952380952381,273.5,520.952380952381,0.671672806271843,1628.76923076923,8,0,0,0,8200,NA,NA,NA,NA,NA,1,1,25000,1,1,23000,450000,NA,0,200,12,14400,1,0,NA,NA,1,1200,1,1200,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1081701,3.25999993085861,5917.39990234375,23669.599609375,3.78,2.5461235256507,3.23774394520295,3.29819365775371,3.15830186382176,2.35477788133369
20,3,2,1,0,0,1,0,0,0,9,4894.90391987739,222.60515823419,138.288472613508,885.142409277724,1971.96786742786,74.0012679474658,2,1.8,30,1,2,0,1,0,0,1,22.8125005960464,2197.81818101884,25,2,0,1,0,0,1,20.5429515949397,1909.38319746451,329.384615384615,109.794871794872,182.991452991453,803.5,30.75,662,834.25,267.833333333333,446.388888888889,278.083333333333,463.472222222222,0.716934670875407,1163.63461538462,10,0,0,0,5800,NA,NA,NA,NA,NA,1,1,5200,1,1,9000,384000,52,0,150,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1081701,2.30999997258186,5917.39990234375,17752.19921875,2.72,2.17614216472555,2.41669085680852,2.47295458724133,2.49164130097645,2.23147243422292
21,3,2,1,0,1,0,0,0,0,6,5070.91539579219,260.328605408757,265.809557453588,843.083663419824,2699.0765810976,200.616916543684,2,1.8,50,1,2,0,0,1,0,0,19.010647268744,1789.63843180817,45,2,0,0,1,0,1,18.5989932120894,2153.2939915834,151.846153846154,50.6153846153846,84.3589743589744,423.5,0,41.5,423.5,141.166666666667,235.277777777778,141.166666666667,235.277777777778,0.736078614880674,575.346153846154,5,1,0,0,6000,NA,NA,NA,NA,NA,0,0,0,0,0,0,600000,NA,NA,3,12,0,1,0,2,122000,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,2.41999995708466,5917.39990234375,17752.19921875,2.3,1.84456822011619,2.1488668097682,2.1488668097682,2.13435367000552,1.73939750012261
22,4,2,2,0,1,1,1,0,0,9,6150.18328947204,290.419428770395,328.386985228098,1044.77058570024,2896.37652828529,249.009530774994,2,2.1,40,2,3,0,0,1,0,0,16.6200161727535,1710.91869683624,NA,NA,NA,NA,NA,NA,NA,NA,NA,279.076923076923,69.7692307692308,132.893772893773,890.900000095367,6,215,896.900000095367,222.725000023842,424.238095283508,224.225000023842,427.095238140651,0.762685034393285,1175.97692317229,10,0,0,0,2900,NA,NA,NA,NA,NA,0,0,0,0,0,0,110000,NA,0,80,12,0,1,0,1,5000,1,0,2,3600,0,5500,1,3,3,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,2.49000000953674,5917.39990234375,23669.599609375,2.78,2.02574750586857,2.27207673627793,2.20493139447184,2.24654105732119,2.11648064800513
23,4,2,2,0,2,0,0,0,0,0,5907.26233576429,276.164874255925,315.764850858958,1014.09612111382,2664.22463972534,242.764730130534,2,2.1,53,1,2,0,0,1,0,0,NA,NA,44,2,0,1,0,0,0,18.7722606133971,1856.54352247188,630.423076923077,157.605769230769,300.201465201465,973,0,30.7166666666667,973,243.25,463.333333333333,243.25,463.333333333333,0.606826740866895,1603.42307692308,9,0,0,0,7000,NA,NA,NA,NA,NA,1,1,1200,1,1,15200,66000,NA,NA,50,12,0,1,0,1,20000,NA,NA,1,0,4800,400,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,3.47999995946884,5917.39990234375,23669.599609375,2.73,2.08000463146397,2.44334766180542,2.38395884924703,2.35228138616456,2.01027421060707
24,4,3,1,0,0,1,2,0,0,9,6724.41171751434,332.763927212369,362.310765317991,1110.95592819279,3112.32881666425,268.632252323898,2,2.3,44,2,3,0,0,1,0,0,16.4423888152288,1646.13545860443,NA,NA,NA,NA,NA,NA,NA,NA,NA,235.634615384615,58.9086538461538,102.44983277592,975.5,0,32,975.5,243.875,424.130434782609,243.875,424.130434782609,0.805443084202671,1211.13461538462,7,0,0,0,5500,NA,NA,NA,NA,NA,0,0,0,0,0,0,66000,NA,0,70,12,0,1,0,NA,NA,1,0,2,600,1800,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,3.35999995470047,5917.39990234375,23669.599609375,3.5,2.30886555756569,2.91942703241826,2.84762938486682,2.8342876724371,2.39456435196512
25,3,3,0,0,0,0,1,0,0,6,4652.97658476511,234.756602406114,243.879464161465,780.902080819575,2387.0027938509,185.835850310501,2,2,75,1,2,0,0,1,0,1,17.2534254868466,1289.1162469811,60,2,0,0,1,0,1,16.6058824866919,1602.9534202314,970.884615384615,323.628205128205,485.442307692308,505.75,465,0,970.75,168.583333333333,252.875,323.583333333333,485.375,0.499965334521864,1941.63461538462,6,0,0,0,21100,NA,NA,NA,NA,NA,1,1,14000,0,0,0,14995000,246,202077,200,12,17000,1,0,1,200000,NA,NA,NA,NA,NA,2000,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,2.31999999284744,5917.39990234375,17752.19921875,2.21,2.12712697105487,2.59109755971682,2.59109755971682,2.68591616865787,2.11812217293981
26,3,2,1,0,1,0,0,0,0,6,3401.81564434755,213.727123081262,114.755922639835,460.615035476238,2688.84870865777,43.0053401376777,2,1.8,58,1,2,0,0,1,0,0,17.7380536103668,1239.80713016095,50,2,0,0,1,0,1,17.9310348456311,1430.36670397576,1628.84615384615,542.948717948718,904.91452991453,1613,0,19.6,1613,537.666666666667,896.111111111111,537.666666666667,896.111111111111,0.497555998481397,3241.84615384615,7,0,0,0,1750,NA,NA,NA,NA,NA,1,1,3000,1,1,10000,600000,NA,1125,50,12,15000,1,0,2,160000,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,2.43999993801117,5917.39990234375,17752.19921875,2.41,1.84891494414106,2.18599373940189,2.14944830992295,2.07270673294621,1.67224925985573
27,3,2,1,0,1,0,0,1,0,4,3204.92043824324,146.816963046864,163.497669159111,556.60807766771,1385.46943265021,132.831491844988,2,1.8,30,1,2,0,0,1,0,1,21.1427217141067,1506.12657703333,25,2,0,1,0,0,1,20.9336493313134,1610.14696401424,471.923076923077,157.307692307692,262.179487179487,1311,331,0.0166666666666667,1642,437,728.333333333333,547.333333333333,912.222222222222,0.776754848804629,2113.92307692308,8,0,0,0,15600,NA,NA,NA,NA,NA,1,1,3000,1,1,11000,8150000,293,1600,1530,12,9000,1,0,1,15000,NA,NA,NA,NA,NA,0,1,1,2,1,2,4,10,NA,2,NA,NA,NA,NA,40,1347301,2.21999996900558,5917.39990234375,17752.19921875,2.17,1.97571326004423,2.21703637679248,2.21703637679248,2.15442905551658,1.85607882814084
28,5,2,3,0,1,2,0,0,0,6,6497.30138243699,320.833204826807,334.245585114942,1094.37587179173,3199.71506581248,253.462117692915,2,2.4,36,1,2,0,0,1,0,1,19.1061254428719,1792.62585804863,30,2,0,1,0,0,1,20.4354926155754,1350.04763566379,469.807692307692,93.9615384615385,195.753205128205,361.5,337.5,5.80645161290323,699,72.3,150.625,139.8,291.25,0.598045345355227,1168.80769230769,6,0,0,0,8500,NA,NA,NA,NA,NA,1,1,7300,1,1,50000,4220000,354,57799,2140,12,12000,1,0,1,25000,1,0,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,3.53999996185303,5917.39990234375,29587,4.52,3.36148553848381,3.60909302509966,3.53468853462178,3.46458248037406,3.29421947488335
29,5,3,2,0,1,1,1,1,0,0,6325.99834807452,283.685059971909,330.727383682338,1096.11950460237,2697.53620161538,253.318786461673,2,2.6,35,1,2,0,1,0,0,0,26.4815205846966,2059.5610251699,25,2,0,1,0,1,1,26.0446785229247,1694.56861187523,359.115384615385,71.8230769230769,138.121301775148,1393.88000011444,17.02,0,1410.90000011444,278.776000022888,536.107692351708,282.180000022888,542.653846197862,0.797111715687036,1770.01538472983,9,0,0,0,8200,NA,NA,NA,NA,NA,1,1,28800,1,1,28000,358000,NA,0,150,12,102000,1,0,NA,NA,NA,NA,NA,NA,NA,10800,1,1,1,1,99,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,3.10999998450279,5917.39990234375,29587,3.22,2.00127048097134,3.1492458456757,3.1492458456757,3.07949066264611,1.83261740524425
30,5,4,1,0,1,0,2,1,0,6,6927.6788217494,255.74775647605,105.740332341445,1344.22232229055,1582.56290942913,75.1234169629526,2,2.8,35,1,2,0,1,0,0,0,20.6893200196954,1920.44066899417,27,2,0,1,0,0,1,21.4117229993154,1225.74974019711,774.230769230769,154.846153846154,276.510989010989,1843,4.45833333333333,0,1847.45833333333,368.6,658.214285714286,369.491666666667,659.806547619048,0.704682462739939,2621.6891025641,10,0,0,0,12200,NA,NA,NA,NA,NA,1,1,1225,1,1,6000,1225000,NA,1820,50,12,132000,1,0,2,27000,1,0,2,4800,0,0,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,4.05999994277954,5917.39990234375,29587,4.54,3.69272670760128,4.31201759132767,4.2275248936361,4.28336465190803,3.61526711351544
31,3,2,1,0,1,0,0,0,0,7,8189.5747251984,376.594894318548,429.519702963199,1426.90938111499,3536.96157853293,342.845243757073,2,1.8,60,1,2,0,0,1,0,1,27.5611796192567,3337.05327296678,45,2,0,0,1,0,1,27.4755719862032,2589.71512026392,326.615384615385,108.871794871795,181.452991452991,843.5,50.05,0,893.55,281.166666666667,468.611111111111,297.85,496.416666666667,0.732318758806341,1220.16538461538,6,0,0,0,7300,NA,NA,NA,NA,NA,1,1,4465,1,1,18000,1150000,57,1950,240,12,0,1,0,1,30000,NA,NA,1,0,175,1200,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,2.24000000953674,5917.39990234375,17752.19921875,2.51,2.72416439101342,2.58000159775635,2.52061278519797,2.5705746581943,2.6887816319533
32,5,4,1,0,0,1,2,1,0,0,7000.58727019991,228.350368509147,108.31910855896,1262.18709868539,1924.65036289892,55.6019807009625,2,2.8,50,1,2,0,0,0,0,0,NA,1706.98182816986,44,2,0,0,0,0,0,20.5792531995162,2146.40067312032,338.807692307692,67.7615384615384,121.002747252747,1129.40000009537,0,278,1129.40000009537,225.880000019073,403.357142891203,225.880000019073,403.357142891203,0.769237217553904,1468.20769240306,8,0,0,0,4400,NA,NA,NA,NA,NA,1,1,5000,1,1,1200,250000,NA,2700,100,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,4.40999990701675,5917.39990234375,29587,3.38,1.21294255148087,3.31324038140807,3.33598539123495,3.20633158677793,1.0902765633128
33,3,2,1,0,1,0,0,0,0,9,5394.53242087147,281.780763322014,282.780735647714,888.46829946007,2976.55809028373,211.443856957741,2,1.8,60,1,2,0,0,1,0,0,20.9435309757139,1953.39884459982,52,2,0,0,1,0,1,15.4154381313074,1750.25301126648,269.634615384615,89.8782051282051,149.797008547009,448.10000038147,513.75,12,961.85000038147,149.366666793823,248.944444656372,320.616666793823,534.361111323039,0.781049140255089,1231.48461576609,7,0,0,0,4200,NA,NA,NA,NA,NA,0,0,0,1,1,7000,1350000,183,720,660,12,0,1,0,NA,NA,1,0,1,900,0,1200,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,2.20999997854233,5917.39990234375,17752.19921875,2.47,1.89706625981435,2.18192162771908,2.23174759841996,2.23420712853354,1.90656757871119
34,5,4,1,0,0,1,3,0,0,7,11012.3638234069,505.445910839537,447.725729759412,1759.42448618853,5815.39206550911,137.832039770523,2,2.8,24,1,1,0,1,0,1,0,23.3492631536041,3100.70691123331,NA,NA,NA,NA,NA,NA,NA,NA,NA,3071.65384615385,614.330769230769,1097.01923076923,2114.5,0,250,2114.5,422.9,755.178571428571,422.9,755.178571428571,0.407720261050134,5186.15384615385,8,0,0,0,7200,NA,NA,NA,NA,NA,1,1,108000,1,1,355000,500000,NA,0,300,12,84000,1,0,1,500000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,3.83999994397163,5917.39990234375,29587,4.16,2.30321716477177,3.70041874565008,3.72787703854026,3.75965842484919,2.186251912882
35,4,4,0,0,0,0,3,0,0,0,6314.30440863559,317.312975555677,309.551883076919,1040.38138058825,3550.95503695591,242.374263146811,2,2.5,50,2,3,0,1,0,0,1,18.4561669502837,1916.23222443332,NA,NA,NA,NA,NA,NA,NA,NA,NA,1614.42307692308,403.605769230769,645.769230769231,946.5,0,0,946.5,236.625,378.6,236.625,378.6,0.369593295686651,2560.92307692308,6,0,0,0,4600,NA,NA,NA,NA,NA,1,1,8200,1,1,11000,750000,NA,0,50,12,0,1,0,1,50000,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,3.49999994039536,5917.39990234375,23669.599609375,2.64,1.33012983961085,2.17110770601065,2.17110770601065,2.18042033435008,1.29528298375819
36,5,2,3,0,2,1,0,0,0,6,9013.05771927893,441.075791965325,481.618222289443,1504.15353671873,4567.95612014755,358.362552908023,2,2.4,40,1,2,0,1,0,0,0,24.5217760773146,2221.26325900322,32,2,0,1,0,0,1,15.8792184349085,1791.51994753558,1167.98076923077,233.596153846154,486.658653846154,960,41.8,0,1001.8,192,400,200.36,417.416666666667,0.461705631373606,2169.78076923077,7,0,0,0,27500,NA,NA,NA,NA,NA,1,1,8000,1,1,20000,2100000,96,0,745,12,58000,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,1,4,8,NA,NA,40,1347301,4.0799999833107,5917.39990234375,29587,4.81,3.64266300762351,4.19978013702598,4.1940293531412,4.08916082739952,3.62057856908751
37,4,2,2,0,1,1,0,0,0,8,4970.12236487341,212.578027680379,255.46255802453,884.009401112024,1877.25969226001,208.453254314638,2,2.1,40,1,2,0,1,0,0,1,21.8078779857959,1255.40624043218,35,2,0,1,0,0,0,28.3354945037222,1954.57038706163,653.769230769231,163.442307692308,311.318681318681,1550.30000001192,300,0,1850.30000001192,387.57500000298,738.238095243772,462.57500000298,881.095238100915,0.738917270044772,2504.06923078115,8,0,0,0,9000,NA,NA,NA,NA,NA,1,1,2400,0,0,0,2630000,107,16450,1460,12,0,1,0,1,44000,1,0,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,3.0399999320507,5917.39990234375,23669.599609375,3.7,2.53215945424397,2.77837903363743,2.85566329722849,2.85678151470971,2.52325243807721
38,5,4,1,0,0,1,2,0,0,5,15306.4166768945,714.769353964288,809.407082659652,2657.89480319295,6294.70309524304,636.301027195366,2,2.8,45,1,2,0,0,1,0,1,20.42578758799,3601.38799379872,38,2,0,1,0,0,1,22.4481984131116,3662.70824037682,632.769230769231,126.553846153846,225.989010989011,1315.5,538.866666666667,0,1854.36666666667,263.1,469.821428571429,370.873333333333,662.27380952381,0.74558317001432,2487.1358974359,6,0,0,0,29800,NA,NA,NA,NA,NA,1,1,10000,0,0,0,2974000,155,650,900,12,40000,1,0,1,20000,1,0,1,1200,0,2000,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,4.13999992609024,5917.39990234375,29587,4.38,3.75986254140386,4.00416660662071,4.04794045922051,3.93977071525839,3.56627453503619
39,5,4,1,0,1,0,2,1,0,6,6726.45901200092,318.945662115524,336.092618815858,1173.23617325322,2710.5118864406,271.358945890669,2,2.8,23,1,2,0,1,0,0,1,23.5371911050691,2222.17574473333,19,2,0,1,0,0,0,21.6620943340034,1547.19552241616,459.884615384615,91.9769230769231,164.244505494505,928.75,627.021290322581,0,1555.77129032258,185.75,331.696428571429,311.154258064516,555.632603686636,0.771843689152259,2015.6559057072,7,0,0,0,15700,NA,NA,NA,NA,NA,1,1,216000,1,1,400000,7850000,337,69300,2720,12,200000,1,0,1,300000,NA,NA,1,3600,0,0,1,1,1,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,3.60999995470047,5917.39990234375,29587,3.55,2.63799938766952,3.55439598090763,3.55439598090763,3.50507686004833,2.50467288823334
40,4,2,2,0,0,2,0,1,0,3,3330.90194531179,152.10440514159,172.232558872596,579.916605881335,1255.39274833338,128.902948105729,2,2.1,26,1,2,0,1,0,0,1,21.7251349517316,1061.11540907878,25,2,0,1,0,0,1,20.8719330186549,1376.60248034033,537.096153846154,134.274038461538,255.760073260073,1518.30000001192,6,45,1524.30000001192,379.57500000298,723.000000005677,381.07500000298,725.85714286282,0.739450297876547,2061.39615385807,8,1,1,0,11400,NA,NA,NA,NA,NA,1,1,4720,1,1,14000,8518000,165,9300,210,12,75000,1,0,NA,NA,1,0,1,1200,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1347301,2.69999998807907,5917.39990234375,23669.599609375,3.04,2.41679258740654,2.75504506448292,2.68789972267683,2.60111201009784,2.27573352296268
41,5,3,2,0,2,0,1,0,0,10,5671.91109194196,217.41438324137,115.48104228005,1052.79413933974,2249.24411379988,48.9874191829352,2,2.6,48,1,2,0,1,0,0,0,16.9008808198631,1211.31624578645,38,2,0,1,0,0,1,21.3948116365861,1276.10240083599,655.442307692308,131.088461538462,252.093195266272,652.5,700,24,1352.5,130.5,250.961538461538,270.5,520.192307692308,0.673575129533679,2007.94230769231,8,0,0,0,7000,NA,NA,NA,NA,NA,0,0,0,1,1,20000,463000,84,1500,800,12,30000,1,1,1,50000,2,5000,2,1200,300,5000,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1604101,4.35999989509583,5917.39990234375,29587,4.97,3.47933725722767,3.93906259615226,3.86073278148368,3.88124986357628,3.44274810059216
42,4,2,2,0,1,1,0,0,0,6,5578.46492185443,234.704138490096,119.320802276334,1009.90582878222,2321.9882802626,63.1823262909749,2,2.1,45,1,2,0,0,1,0,1,19.3002501479919,2032.01908548344,40,2,0,1,0,0,1,19.7182019459091,1672.29113885447,423.846153846154,105.961538461538,201.831501831502,785,0.2125,15,785.2125,196.25,373.809523809524,196.303125,373.910714285714,0.64944119749869,1209.05865384615,9,0,0,0,17200,NA,NA,NA,NA,NA,1,1,1675,1,1,67500,1132400,370,67180,1400,12,120000,1,1,3,106000,1,0,2,100,15,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1604101,2.83999997377396,5917.39990234375,23669.599609375,3.22,2.57155802491947,2.87887415570187,2.91444009448196,2.87270527333675,2.52312950738963
43,5,2,3,0,2,1,0,0,0,0,4945.39171613897,177.560347386787,145.444290115628,812.485973588937,1533.20391448675,50.4705706623223,2,2.4,41,1,2,0,1,0,0,1,19.9720111282114,NA,38,2,0,1,0,0,1,18.860288773712,1759.62170039719,643.519230769231,128.703846153846,268.133012820513,159,528.65,75,687.65,31.8,66.25,137.53,286.520833333333,0.516575942491274,1331.16923076923,8,0,0,0,4700,NA,NA,NA,NA,NA,0,0,0,1,1,20000,1395000,328,15620,1200,12,0,1,1,1,30000,1,1000,1,0,300,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,40,1604101,3.71999996900558,5917.39990234375,29587,3.6,2.0209095504476,2.57435028941071,2.56478744755321,2.67170701458448,1.98798224531584
